Ward Name,La Name,Ward Code,La Code
Rochester West,Medway,E06000035,E05002264
Rochester East,Medway,E05002262,E06000035
Strood North,Medway,E05002265,E06000035
River,Medway,E05002261,E06000035
Rochester South and Horsted,Medway,E05002263,E06000035
Strood South,Medway,E05002267,E06000035
Cuxton and Halling,Medway,E05002250,E06000035
Strood Rural,Medway,E05002266,E06000035
Peninsula,Medway,E05002256,E06000035
Chatham Central,Medway,E05002249,E06000035
Gillingham North,Medway,E05002251,E06000035
Luton and Wayfield,Medway,E05002255,E06000035
Walderslade,Medway,E05002269,E06000035
Princes Park,Medway,E05002257,E06000035
Gillingham South,Medway,E05002252,E06000035
Watling,Medway,E05002270,E06000035
Lordswood and Capstone,Medway,E05002254,E06000035
Hempstead and Wigmore,Medway,E05002253,E06000035
Twydall,Medway,E05002268,E06000035
Rainham North,Medway,E05002259,E06000035
Rainham Central,Medway,E05002258,E06000035
Rainham South,Medway,E05002260,E06000035
