Ward Name,La Name,Ward Code,La Code
Tormohun,Torbay,E06000027,E05012268
Wellswood,Torbay,E05012269,E06000027
Ellacombe,Torbay,E05012259,E06000027
Barton with Watcombe,Torbay,E05012254,E06000027
St Marychurch,Torbay,E05012265,E06000027
Cockington with Chelston,Torbay,E05012257,E06000027
Shiphay,Torbay,E05012267,E06000027
Preston,Torbay,E05012263,E06000027
Roundham with Hyde,Torbay,E05012264,E06000027
Clifton with Maidenway,Torbay,E05012256,E06000027
King's Ash,Torbay,E05012262,E06000027
Collaton St Mary,Torbay,E05012258,E06000027
Goodrington with Roselands,Torbay,E05012261,E06000027
Churston with Galmpton,Torbay,E05012255,E06000027
St Peter's with St Mary's,Torbay,E05012266,E06000027
Furzeham with Summercombe,Torbay,E05012260,E06000027
