Ward Name,La Name,Ward Code,La Code
The Rows,West Suffolk,E07000245,E05012801
Newmarket East,West Suffolk,E05012791,E07000245
Newmarket North,West Suffolk,E05012792,E07000245
Newmarket West,West Suffolk,E05012793,E07000245
Exning,West Suffolk,E05012773,E07000245
Kentford & Moulton,West Suffolk,E05012783,E07000245
Iceni,West Suffolk,E05012781,E07000245
Whepstead & Wickhambrook,West Suffolk,E05012804,E07000245
"Clare, Hundon & Kedington",West Suffolk,E05012771,E07000245
Chedburgh & Chevington,West Suffolk,E05012770,E07000245
Withersfield,West Suffolk,E05012805,E07000245
Haverhill East,West Suffolk,E05012775,E07000245
Haverhill Central,West Suffolk,E05012774,E07000245
Haverhill North,West Suffolk,E05012776,E07000245
Haverhill South East,West Suffolk,E05012778,E07000245
Haverhill South,West Suffolk,E05012777,E07000245
Haverhill West,West Suffolk,E05012779,E07000245
Barningham,West Suffolk,E05012765,E07000245
Bardwell,West Suffolk,E05012764,E07000245
Pakenham & Troston,West Suffolk,E05012794,E07000245
Lakenheath,West Suffolk,E05012784,E07000245
Brandon Central,West Suffolk,E05012767,E07000245
Brandon East,West Suffolk,E05012768,E07000245
Brandon West,West Suffolk,E05012769,E07000245
Manor,West Suffolk,E05012785,E07000245
Risby,West Suffolk,E05012795,E07000245
The Fornhams & Great Barton,West Suffolk,E05012800,E07000245
Abbeygate,West Suffolk,E05012763,E07000245
Moreton Hall,West Suffolk,E05012790,E07000245
Mildenhall Queensway,West Suffolk,E05012788,E07000245
Barrow,West Suffolk,E05012766,E07000245
Mildenhall Kingsway & Market,West Suffolk,E05012787,E07000245
Mildenhall Great Heath,West Suffolk,E05012786,E07000245
Horringer,West Suffolk,E05012780,E07000245
Rougham,West Suffolk,E05012796,E07000245
Southgate,West Suffolk,E05012798,E07000245
Westgate,West Suffolk,E05012803,E07000245
Ixworth,West Suffolk,E05012782,E07000245
Stanton,West Suffolk,E05012799,E07000245
St Olaves,West Suffolk,E05012797,E07000245
Tollgate,West Suffolk,E05012802,E07000245
Eastgate,West Suffolk,E05012772,E07000245
Minden,West Suffolk,E05012789,E07000245
