Ward Name,La Name,Ward Code,La Code
Ponders End,Enfield,E09000010,E05000206
Southbury,Enfield,E05000207,E09000010
Bush Hill Park,Enfield,E05000194,E09000010
Jubilee,Enfield,E05000203,E09000010
Town,Enfield,E05000210,E09000010
Grange,Enfield,E05000200,E09000010
Chase,Enfield,E05000195,E09000010
Turkey Street,Enfield,E05000211,E09000010
Highlands,Enfield,E05000202,E09000010
Cockfosters,Enfield,E05000196,E09000010
Enfield Highway,Enfield,E05000198,E09000010
Enfield Lock,Enfield,E05000199,E09000010
Southgate Green,Enfield,E05000209,E09000010
Bowes,Enfield,E05000193,E09000010
Palmers Green,Enfield,E05000205,E09000010
Winchmore Hill,Enfield,E05000213,E09000010
Upper Edmonton,Enfield,E05000212,E09000010
Southgate,Enfield,E05000208,E09000010
Haselbury,Enfield,E05000201,E09000010
Edmonton Green,Enfield,E05000197,E09000010
Lower Edmonton,Enfield,E05000204,E09000010
