Ward Name,La Name,Ward Code,La Code
Tay Bridgehead,Fife,S12000047,S13002961
West Fife and Coastal Villages,Fife,S13003131,S12000047
Kirkcaldy Central,Fife,S13002955,S12000047
"Burntisland, Kinghorn and Western Kirkcaldy",Fife,S13002953,S12000047
Kirkcaldy East,Fife,S13002956,S12000047
"Buckhaven, Methil and Wemyss Villages",Fife,S13002966,S12000047
Glenrothes Central and Thornton,Fife,S13002959,S12000047
"Lochgelly, Cardenden and Benarty",Fife,S13003130,S12000047
East Neuk and Landward,Fife,S13002963,S12000047
Inverkeithing and Dalgety Bay,Fife,S13002950,S12000047
Dunfermline Central,Fife,S13002947,S12000047
Rosyth,Fife,S13002949,S12000047
Dunfermline South,Fife,S13002948,S12000047
Cowdenbeath,Fife,S13003128,S12000047
Dunfermline North,Fife,S13002946,S12000047
Cupar,Fife,S13002964,S12000047
Howe of Fife and Tay Coast,Fife,S13002960,S12000047
St Andrews,Fife,S13002962,S12000047
Kirkcaldy North,Fife,S13002954,S12000047
Glenrothes West and Kinglassie,Fife,S13003129,S12000047
"Glenrothes North, Leslie and Markinch",Fife,S13002958,S12000047
"Leven, Kennoway and Largo",Fife,S13002965,S12000047
