Ward Name,La Name,Ward Code,La Code
Dinas Powys,Vale of Glamorgan,W06000014,W05000932
Llandough,Vale of Glamorgan,W05000933,W06000014
Wenvoe,Vale of Glamorgan,W05000654,W06000014
Castleland,Vale of Glamorgan,W05000635,W06000014
St. Bride's Major,Vale of Glamorgan,W05000651,W06000014
Llandow/Ewenny,Vale of Glamorgan,W05000644,W06000014
Cowbridge,Vale of Glamorgan,W05000638,W06000014
Peterston-super-Ely,Vale of Glamorgan,W05000646,W06000014
Rhoose,Vale of Glamorgan,W05000648,W06000014
St. Augustine's,Vale of Glamorgan,W05000650,W06000014
Cornerswell,Vale of Glamorgan,W05000636,W06000014
Stanwell,Vale of Glamorgan,W05000652,W06000014
Plymouth,Vale of Glamorgan,W05000934,W06000014
Sully,Vale of Glamorgan,W05000935,W06000014
Cadoc,Vale of Glamorgan,W05000634,W06000014
Gibbonsdown,Vale of Glamorgan,W05000641,W06000014
Dyfan,Vale of Glamorgan,W05000640,W06000014
Illtyd,Vale of Glamorgan,W05000642,W06000014
Buttrills,Vale of Glamorgan,W05000633,W06000014
Court,Vale of Glamorgan,W05000637,W06000014
Baruc,Vale of Glamorgan,W05000632,W06000014
Llantwit Major,Vale of Glamorgan,W05000645,W06000014
St. Athan,Vale of Glamorgan,W05000649,W06000014
