Ward Name,La Name,Ward Code,La Code
Birkenhead and Tranmere,Wirral,E08000015,E05000956
Prenton,Wirral,E05000970,E08000015
Seacombe,Wirral,E05000972,E08000015
Liscard,Wirral,E05000965,E08000015
Moreton West and Saughall Massie,Wirral,E05000966,E08000015
Hoylake and Meols,Wirral,E05000963,E08000015
"Greasby, Frankby and Irby",Wirral,E05000961,E08000015
Heswall,Wirral,E05000962,E08000015
Bromborough,Wirral,E05000957,E08000015
Bidston and St James,Wirral,E05000955,E08000015
Claughton,Wirral,E05000959,E08000015
Oxton,Wirral,E05000968,E08000015
Rock Ferry,Wirral,E05000971,E08000015
Bebington,Wirral,E05000954,E08000015
Wallasey,Wirral,E05000974,E08000015
Leasowe and Moreton East,Wirral,E05000964,E08000015
New Brighton,Wirral,E05000967,E08000015
West Kirby and Thurstaston,Wirral,E05000975,E08000015
Upton,Wirral,E05000973,E08000015
Pensby and Thingwall,Wirral,E05000969,E08000015
Clatterbridge,Wirral,E05000958,E08000015
Eastham,Wirral,E05000960,E08000015
