Ward Name,La Name,Ward Code,La Code
Clackmannanshire South,Clackmannanshire,S12000005,S13002878
Clackmannanshire East,Clackmannanshire,S13002879,S12000005
Clackmannanshire Central,Clackmannanshire,S13002877,S12000005
Clackmannanshire West,Clackmannanshire,S13002875,S12000005
Clackmannanshire North,Clackmannanshire,S13002876,S12000005
