Ward Name,La Name,Ward Code,La Code
Downhall and Rawreth,Rochford,E07000075,E05010844
Roche South,Rochford,E05010853,E07000075
Foulness and The Wakerings,Rochford,E05010845,E07000075
Roche North and Rural,Rochford,E05010852,E07000075
Hawkwell East,Rochford,E05010846,E07000075
Hawkwell West,Rochford,E05010847,E07000075
Hockley and Ashingdon,Rochford,E05010849,E07000075
Hockley,Rochford,E05010848,E07000075
Trinity,Rochford,E05010855,E07000075
Hullbridge,Rochford,E05010850,E07000075
Wheatley,Rochford,E05010856,E07000075
Lodge,Rochford,E05010851,E07000075
Sweyne Park and Grange,Rochford,E05010854,E07000075
