Ward Name,La Name,Ward Code,La Code
Clifford,Trafford,E08000009,E05000825
Longford,Trafford,E05000832,E08000009
Gorse Hill,Trafford,E05000829,E08000009
Stretford,Trafford,E05000836,E08000009
Davyhulme East,Trafford,E05000826,E08000009
Sale Moor,Trafford,E05000835,E08000009
Village,Trafford,E05000839,E08000009
Urmston,Trafford,E05000838,E08000009
Flixton,Trafford,E05000828,E08000009
Davyhulme West,Trafford,E05000827,E08000009
Bucklow-St Martins,Trafford,E05000824,E08000009
Priory,Trafford,E05000833,E08000009
Ashton upon Mersey,Trafford,E05000820,E08000009
St Mary's,Trafford,E05000834,E08000009
Brooklands,Trafford,E05000823,E08000009
Timperley,Trafford,E05000837,E08000009
Broadheath,Trafford,E05000822,E08000009
Altrincham,Trafford,E05000819,E08000009
Bowdon,Trafford,E05000821,E08000009
Hale Central,Trafford,E05000831,E08000009
Hale Barns,Trafford,E05000830,E08000009
