Ward Name,La Name,Ward Code,La Code
St George's,Southwark,E09000028,E05011114
Borough & Bankside,Southwark,E05011095,E09000028
London Bridge & West Bermondsey,Southwark,E05011104,E09000028
Chaucer,Southwark,E05011098,E09000028
North Bermondsey,Southwark,E05011106,E09000028
South Bermondsey,Southwark,E05011116,E09000028
North Walworth,Southwark,E05011107,E09000028
Faraday,Southwark,E05011102,E09000028
Old Kent Road,Southwark,E05011109,E09000028
Newington,Southwark,E05011105,E09000028
Nunhead & Queen's Road,Southwark,E05011108,E09000028
Peckham,Southwark,E05011110,E09000028
Rye Lane,Southwark,E05011113,E09000028
Peckham Rye,Southwark,E05011111,E09000028
Goose Green,Southwark,E05011103,E09000028
St Giles,Southwark,E05011115,E09000028
Rotherhithe,Southwark,E05011112,E09000028
Surrey Docks,Southwark,E05011117,E09000028
Camberwell Green,Southwark,E05011096,E09000028
Dulwich Wood,Southwark,E05011101,E09000028
Dulwich Village,Southwark,E05011100,E09000028
Dulwich Hill,Southwark,E05011099,E09000028
Champion Hill,Southwark,E05011097,E09000028
