Ward Name,La Name,Ward Code,La Code
Halliwell,Bolton,E08000001,E05000657
Great Lever,Bolton,E05000656,E08000001
Crompton,Bolton,E05000654,E08000001
Tonge with the Haulgh,Bolton,E05000667,E08000001
Kearsley,Bolton,E05000663,E08000001
Smithills,Bolton,E05000666,E08000001
Heaton and Lostock,Bolton,E05000659,E08000001
Astley Bridge,Bolton,E05000650,E08000001
Horwich North East,Bolton,E05000661,E08000001
Little Lever and Darcy Lever,Bolton,E05000664,E08000001
Bromley Cross,Bolton,E05000653,E08000001
Bradshaw,Bolton,E05000651,E08000001
Breightmet,Bolton,E05000652,E08000001
Harper Green,Bolton,E05000658,E08000001
Farnworth,Bolton,E05000655,E08000001
Rumworth,Bolton,E05000665,E08000001
Hulton,Bolton,E05000662,E08000001
Westhoughton North and Chew Moor,Bolton,E05000668,E08000001
Horwich and Blackrod,Bolton,E05000660,E08000001
Westhoughton South,Bolton,E05000669,E08000001
