Ward Name,La Name,Ward Code,La Code
Postlebury,Mendip,E07000187,E05006780
Frome Market,Mendip,E05006772,E07000187
Frome Keyford,Mendip,E05006771,E07000187
Frome Park,Mendip,E05006774,E07000187
Frome Oakfield,Mendip,E05006773,E07000187
Ammerdown,Mendip,E05006760,E07000187
Rode and Norton St Philip,Mendip,E05006781,E07000187
Beckington and Selwood,Mendip,E05006762,E07000187
Frome College,Mendip,E05006770,E07000187
Frome Berkley Down,Mendip,E05006769,E07000187
Coleford and Holcombe,Mendip,E05006765,E07000187
"Cranmore, Doulting and Nunney",Mendip,E05006766,E07000187
Street North,Mendip,E05006786,E07000187
Street South,Mendip,E05006787,E07000187
Street West,Mendip,E05006788,E07000187
Moor,Mendip,E05006779,E07000187
Glastonbury St John's,Mendip,E05006777,E07000187
Glastonbury St Benedict's,Mendip,E05006775,E07000187
Chewton Mendip and Ston Easton,Mendip,E05006764,E07000187
"Ashwick, Chilcompton and Stratton",Mendip,E05006761,E07000187
St Cuthbert Out North,Mendip,E05006783,E07000187
Croscombe and Pilton,Mendip,E05006768,E07000187
Shepton East,Mendip,E05006784,E07000187
Creech,Mendip,E05006767,E07000187
The Pennards and Ditcheat,Mendip,E05006789,E07000187
Shepton West,Mendip,E05006785,E07000187
Butleigh and Baltonsborough,Mendip,E05006763,E07000187
Wells St Thomas',Mendip,E05006792,E07000187
Wookey and St Cuthbert Out West,Mendip,E05006793,E07000187
Wells Central,Mendip,E05006790,E07000187
Wells St Cuthbert's,Mendip,E05006791,E07000187
Rodney and Westbury,Mendip,E05006782,E07000187
Glastonbury St Mary's,Mendip,E05006778,E07000187
Glastonbury St Edmund's,Mendip,E05006776,E07000187
