Ward Name,La Name,Ward Code,La Code
Llansamlet,Swansea,W06000011,W05000971
Castle,Swansea,W05000961,W06000011
St. Thomas,Swansea,W05000545,W06000011
Landore,Swansea,W05000969,W06000011
Morriston,Swansea,W05000972,W06000011
Mynyddbach,Swansea,W05000973,W06000011
Uplands,Swansea,W05000548,W06000011
Townhill,Swansea,W05000979,W06000011
West Cross,Swansea,W05000550,W06000011
Cockett,Swansea,W05000963,W06000011
Bonymaen,Swansea,W05000960,W06000011
Mawr,Swansea,W05000533,W06000011
Sketty,Swansea,W05000546,W06000011
Killay South,Swansea,W05000527,W06000011
Killay North,Swansea,W05000526,W06000011
Fairwood,Swansea,W05000966,W06000011
Dunvant,Swansea,W05000965,W06000011
Pennard,Swansea,W05000977,W06000011
Gower,Swansea,W05000524,W06000011
Gowerton,Swansea,W05000525,W06000011
Oystermouth,Swansea,W05000538,W06000011
Penllergaer,Swansea,W05000976,W06000011
Bishopston,Swansea,W05000959,W06000011
Newton,Swansea,W05000537,W06000011
Mayals,Swansea,W05000534,W06000011
Llangyfelach,Swansea,W05000970,W06000011
Pontardulais,Swansea,W05000544,W06000011
Penyrheol,Swansea,W05000978,W06000011
Gorseinon,Swansea,W05000967,W06000011
Kingsbridge,Swansea,W05000968,W06000011
Lower Loughor,Swansea,W05000532,W06000011
Upper Loughor,Swansea,W05000980,W06000011
Penclawdd,Swansea,W05000974,W06000011
Penderry,Swansea,W05000975,W06000011
Cwmbwrla,Swansea,W05000964,W06000011
Clydach,Swansea,W05000962,W06000011
