Ward Name,La Name,Ward Code,La Code
St Mary's,Isles of Scilly,E06000053,E05011093
St Agnes,Isles of Scilly,E05011091,E06000053
Bryher,Isles of Scilly,E05011090,E06000053
Tresco,Isles of Scilly,E05011094,E06000053
St Martin's,Isles of Scilly,E05011092,E06000053
