Ward Name,La Name,Ward Code,La Code,Value
Dunblane and Bridge of Allan,Stirling,S12000030,S13003117,
Trossachs and Teith,Stirling,S13003115,S12000030
Bannockburn,Stirling,S13003121,S12000030
Stirling West,Stirling,S13003119,S12000030
Stirling East,Stirling,S13003120,S12000030
Stirling North,Stirling,S13003118,S12000030
Forth and Endrick,Stirling,S13003116,S12000030
